Crop_Recommended,Soil_Health_Score,Soil_Health_Class,Nutrient_Deficiencies,Soil_Fertility_Status,Crop_Recommended_enc,Soil_Health_Class_enc,Nutrient_Deficiencies_enc,Soil_Fertility_Status_enc
Cotton,81.37,Excellent,None,Fertile,0,0,4,0
Tomato,68.53,Good,Phosphorus,Moderately Fertile,8,1,5,2
Rice,78.75,Good,Potassium,Moderately Fertile,5,1,7,2
Tomato,78.19,Good,Potassium,Moderately Fertile,8,1,7,2
Potato,66.94,Good,Nitrogen,Moderately Fertile,4,1,0,2
Tomato,81.46,Excellent,None,Fertile,8,0,4,0
Cotton,82.76,Excellent,Phosphorus,Moderately Fertile,0,0,5,2
Rice,75.08,Good,Potassium,Moderately Fertile,5,1,7,2
Potato,73.5,Good,Phosphorus,Moderately Fertile,4,1,5,2
Wheat,85.12,Excellent,None,Fertile,9,0,4,0
Sugarcane,78.53,Good,None,Fertile,7,1,4,0
Rice,80.65,Excellent,Potassium,Moderately Fertile,5,0,7,2
Wheat,84.27,Excellent,None,Fertile,9,0,4,0
Rice,72.65,Good,Nitrogen,Moderately Fertile,5,1,0,2
Rice,79.09,Good,Phosphorus,Moderately Fertile,5,1,5,2
Sugarcane,90.87,Excellent,None,Fertile,7,0,4,0
Tomato,66.03,Good,"Nitrogen, Potassium",Infertile,8,1,3,1
Cotton,80.4,Excellent,None,Fertile,0,0,4,0
Jute,63.29,Good,"Phosphorus, Potassium",Infertile,2,1,6,1
Groundnut,51.82,Moderate,"Nitrogen, Phosphorus",Infertile,1,2,1,1
Rice,76.22,Good,Phosphorus,Moderately Fertile,5,1,5,2
Potato,67.36,Good,Nitrogen,Moderately Fertile,4,1,0,2
Cotton,95.8,Excellent,None,Fertile,0,0,4,0
Soybean,55.37,Moderate,"Nitrogen, Phosphorus, Potassium",Infertile,6,2,2,1
Soybean,81.87,Excellent,Phosphorus,Moderately Fertile,6,0,5,2
Soybean,69.57,Good,"Nitrogen, Potassium",Infertile,6,1,3,1
Wheat,85.52,Excellent,None,Fertile,9,0,4,0
Groundnut,62.97,Good,"Phosphorus, Potassium",Infertile,1,1,6,1
Maize,85.71,Excellent,None,Fertile,3,0,4,0
Wheat,71.49,Good,"Nitrogen, Potassium",Infertile,9,1,3,1
Wheat,77.21,Good,Phosphorus,Moderately Fertile,9,1,5,2
Jute,84.6,Excellent,None,Fertile,2,0,4,0
Sugarcane,83.57,Excellent,Potassium,Moderately Fertile,7,0,7,2
Cotton,65.8,Good,"Phosphorus, Potassium",Infertile,0,1,6,1
Soybean,86.69,Excellent,Potassium,Moderately Fertile,6,0,7,2
Cotton,77.23,Good,None,Fertile,0,1,4,0
Cotton,80.55,Excellent,Potassium,Moderately Fertile,0,0,7,2
Cotton,81.25,Excellent,Nitrogen,Moderately Fertile,0,0,0,2
Potato,80.85,Excellent,None,Fertile,4,0,4,0
Sugarcane,62.38,Good,"Nitrogen, Potassium",Infertile,7,1,3,1
Tomato,67.76,Good,"Phosphorus, Potassium",Infertile,8,1,6,1
Sugarcane,80.95,Excellent,None,Fertile,7,0,4,0
Sugarcane,82.68,Excellent,None,Fertile,7,0,4,0
Wheat,77.54,Good,Phosphorus,Moderately Fertile,9,1,5,2
Maize,75.23,Good,Nitrogen,Moderately Fertile,3,1,0,2
Soybean,72.98,Good,Phosphorus,Moderately Fertile,6,1,5,2
Potato,78.84,Good,None,Fertile,4,1,4,0
Sugarcane,79.81,Good,Phosphorus,Moderately Fertile,7,1,5,2
Soybean,82.36,Excellent,Potassium,Moderately Fertile,6,0,7,2
Groundnut,49.27,Moderate,"Nitrogen, Phosphorus, Potassium",Infertile,1,2,2,1
Wheat,83.58,Excellent,Potassium,Moderately Fertile,9,0,7,2
Maize,82.74,Excellent,None,Fertile,3,0,4,0
Groundnut,67.42,Good,"Nitrogen, Potassium",Infertile,1,1,3,1
Sugarcane,68.76,Good,"Phosphorus, Potassium",Infertile,7,1,6,1
Groundnut,60.98,Good,"Phosphorus, Potassium",Infertile,1,1,6,1
Rice,76.15,Good,"Phosphorus, Potassium",Infertile,5,1,6,1
Sugarcane,79.45,Good,Nitrogen,Moderately Fertile,7,1,0,2
Soybean,93.44,Excellent,None,Fertile,6,0,4,0
Soybean,77.23,Good,Phosphorus,Moderately Fertile,6,1,5,2
Soybean,84.12,Excellent,None,Fertile,6,0,4,0
Rice,83.9,Excellent,None,Fertile,5,0,4,0
Potato,68.45,Good,Nitrogen,Moderately Fertile,4,1,0,2
Wheat,67.15,Good,Potassium,Moderately Fertile,9,1,7,2
Cotton,75.62,Good,Phosphorus,Moderately Fertile,0,1,5,2
Jute,79.29,Good,Phosphorus,Moderately Fertile,2,1,5,2
Groundnut,78.52,Good,None,Fertile,1,1,4,0
Wheat,85.08,Excellent,None,Fertile,9,0,4,0
Groundnut,58.56,Moderate,"Nitrogen, Potassium",Infertile,1,2,3,1
Soybean,78.64,Good,None,Fertile,6,1,4,0
Groundnut,49.38,Moderate,"Nitrogen, Phosphorus, Potassium",Infertile,1,2,2,1
Groundnut,74.58,Good,Potassium,Moderately Fertile,1,1,7,2
Soybean,69.49,Good,Potassium,Moderately Fertile,6,1,7,2
Potato,67.27,Good,Nitrogen,Moderately Fertile,4,1,0,2
Tomato,79.3,Good,None,Fertile,8,1,4,0
Sugarcane,72.03,Good,"Nitrogen, Potassium",Infertile,7,1,3,1
Wheat,70.35,Good,"Nitrogen, Phosphorus, Potassium",Infertile,9,1,2,1
Groundnut,76.13,Good,Potassium,Moderately Fertile,1,1,7,2
Wheat,68.46,Good,Phosphorus,Moderately Fertile,9,1,5,2
Rice,81.3,Excellent,Potassium,Moderately Fertile,5,0,7,2
Wheat,60.83,Good,"Nitrogen, Phosphorus",Infertile,9,1,1,1
Groundnut,69.47,Good,Nitrogen,Moderately Fertile,1,1,0,2
Sugarcane,87.71,Excellent,None,Fertile,7,0,4,0
Wheat,86.82,Excellent,None,Fertile,9,0,4,0
Soybean,59.29,Moderate,"Nitrogen, Potassium",Infertile,6,2,3,1
Maize,84.47,Excellent,Potassium,Moderately Fertile,3,0,7,2
Tomato,79.08,Good,None,Fertile,8,1,4,0
Groundnut,70.01,Good,Nitrogen,Moderately Fertile,1,1,0,2
Soybean,71.88,Good,Nitrogen,Moderately Fertile,6,1,0,2
Cotton,67.17,Good,Phosphorus,Moderately Fertile,0,1,5,2
Potato,75.39,Good,Phosphorus,Moderately Fertile,4,1,5,2
Tomato,78.34,Good,Phosphorus,Moderately Fertile,8,1,5,2
Cotton,82.38,Excellent,Nitrogen,Moderately Fertile,0,0,0,2
Cotton,88.28,Excellent,None,Fertile,0,0,4,0
Rice,72.02,Good,"Nitrogen, Potassium",Infertile,5,1,3,1
Maize,78.88,Good,Nitrogen,Moderately Fertile,3,1,0,2
Maize,62.32,Good,"Nitrogen, Phosphorus",Infertile,3,1,1,1
Jute,81.02,Excellent,None,Fertile,2,0,4,0
Rice,85.33,Excellent,None,Fertile,5,0,4,0
Potato,69.14,Good,"Phosphorus, Potassium",Infertile,4,1,6,1
Cotton,95.05,Excellent,None,Fertile,0,0,4,0
Soybean,69.66,Good,None,Fertile,6,1,4,0
Jute,75.42,Good,Potassium,Moderately Fertile,2,1,7,2
Groundnut,76.4,Good,Nitrogen,Moderately Fertile,1,1,0,2
Soybean,71.81,Good,None,Fertile,6,1,4,0
Cotton,88.57,Excellent,None,Fertile,0,0,4,0
Tomato,91.88,Excellent,None,Fertile,8,0,4,0
Jute,73.05,Good,Potassium,Moderately Fertile,2,1,7,2
Cotton,82.17,Excellent,None,Fertile,0,0,4,0
Wheat,73.6,Good,Potassium,Moderately Fertile,9,1,7,2
Tomato,71.58,Good,Phosphorus,Moderately Fertile,8,1,5,2
Tomato,81.02,Excellent,None,Fertile,8,0,4,0
Soybean,79.63,Good,None,Fertile,6,1,4,0
Rice,78.67,Good,Potassium,Moderately Fertile,5,1,7,2
Maize,91.03,Excellent,None,Fertile,3,0,4,0
Wheat,91.37,Excellent,None,Fertile,9,0,4,0
Potato,80.17,Excellent,None,Fertile,4,0,4,0
Potato,76.05,Good,Potassium,Moderately Fertile,4,1,7,2
Cotton,64.0,Good,"Phosphorus, Potassium",Infertile,0,1,6,1
Groundnut,77.68,Good,Potassium,Moderately Fertile,1,1,7,2
Soybean,86.69,Excellent,None,Fertile,6,0,4,0
Groundnut,73.02,Good,Phosphorus,Moderately Fertile,1,1,5,2
Sugarcane,80.46,Excellent,Nitrogen,Moderately Fertile,7,0,0,2
Jute,90.69,Excellent,None,Fertile,2,0,4,0
Potato,65.54,Good,Nitrogen,Moderately Fertile,4,1,0,2
Maize,68.61,Good,"Phosphorus, Potassium",Infertile,3,1,6,1
Rice,90.43,Excellent,None,Fertile,5,0,4,0
Soybean,78.88,Good,"Nitrogen, Potassium",Infertile,6,1,3,1
Maize,85.77,Excellent,None,Fertile,3,0,4,0
Rice,63.04,Good,"Phosphorus, Potassium",Infertile,5,1,6,1
Maize,75.63,Good,Potassium,Moderately Fertile,3,1,7,2
Soybean,86.84,Excellent,None,Fertile,6,0,4,0
Cotton,80.81,Excellent,Nitrogen,Moderately Fertile,0,0,0,2
Rice,78.95,Good,Potassium,Moderately Fertile,5,1,7,2
Groundnut,73.57,Good,None,Fertile,1,1,4,0
Tomato,65.65,Good,Potassium,Moderately Fertile,8,1,7,2
Groundnut,81.5,Excellent,Phosphorus,Moderately Fertile,1,0,5,2
Soybean,92.72,Excellent,None,Fertile,6,0,4,0
Rice,60.78,Good,Phosphorus,Moderately Fertile,5,1,5,2
Potato,84.39,Excellent,None,Fertile,4,0,4,0
Rice,69.79,Good,None,Fertile,5,1,4,0
Sugarcane,85.46,Excellent,Phosphorus,Moderately Fertile,7,0,5,2
Rice,71.7,Good,"Phosphorus, Potassium",Infertile,5,1,6,1
Wheat,71.26,Good,Nitrogen,Moderately Fertile,9,1,0,2
Groundnut,57.18,Moderate,Phosphorus,Moderately Fertile,1,2,5,2
Maize,79.95,Good,Potassium,Moderately Fertile,3,1,7,2
Groundnut,82.33,Excellent,None,Fertile,1,0,4,0
Cotton,79.62,Good,None,Fertile,0,1,4,0
Soybean,87.53,Excellent,Phosphorus,Moderately Fertile,6,0,5,2
Potato,57.16,Moderate,"Phosphorus, Potassium",Infertile,4,2,6,1
Jute,72.3,Good,Phosphorus,Moderately Fertile,2,1,5,2
Cotton,78.1,Good,Potassium,Moderately Fertile,0,1,7,2
Sugarcane,72.54,Good,None,Fertile,7,1,4,0
Cotton,82.59,Excellent,Potassium,Moderately Fertile,0,0,7,2
Jute,71.65,Good,Potassium,Moderately Fertile,2,1,7,2
Potato,55.12,Moderate,"Phosphorus, Potassium",Infertile,4,2,6,1
Jute,73.18,Good,Phosphorus,Moderately Fertile,2,1,5,2
Wheat,87.02,Excellent,None,Fertile,9,0,4,0
Sugarcane,66.56,Good,Phosphorus,Moderately Fertile,7,1,5,2
Rice,65.2,Good,Potassium,Moderately Fertile,5,1,7,2
Maize,74.06,Good,Phosphorus,Moderately Fertile,3,1,5,2
Potato,70.94,Good,None,Fertile,4,1,4,0
Potato,66.22,Good,Nitrogen,Moderately Fertile,4,1,0,2
Groundnut,59.47,Moderate,"Phosphorus, Potassium",Infertile,1,2,6,1
Potato,66.71,Good,Nitrogen,Moderately Fertile,4,1,0,2
Jute,81.18,Excellent,None,Fertile,2,0,4,0
Sugarcane,71.15,Good,"Nitrogen, Potassium",Infertile,7,1,3,1
Groundnut,69.07,Good,Nitrogen,Moderately Fertile,1,1,0,2
Sugarcane,88.35,Excellent,None,Fertile,7,0,4,0
Cotton,84.6,Excellent,Potassium,Moderately Fertile,0,0,7,2
Soybean,72.58,Good,Phosphorus,Moderately Fertile,6,1,5,2
Jute,69.65,Good,Potassium,Moderately Fertile,2,1,7,2
Potato,75.66,Good,None,Fertile,4,1,4,0
Cotton,89.46,Excellent,None,Fertile,0,0,4,0
Tomato,69.55,Good,Potassium,Moderately Fertile,8,1,7,2
Jute,78.14,Good,Phosphorus,Moderately Fertile,2,1,5,2
Maize,76.93,Good,Potassium,Moderately Fertile,3,1,7,2
Maize,74.38,Good,Phosphorus,Moderately Fertile,3,1,5,2
Sugarcane,69.39,Good,Potassium,Moderately Fertile,7,1,7,2
Maize,81.12,Excellent,None,Fertile,3,0,4,0
Wheat,73.89,Good,None,Fertile,9,1,4,0
Groundnut,51.8,Moderate,"Nitrogen, Potassium",Infertile,1,2,3,1
Rice,72.06,Good,Phosphorus,Moderately Fertile,5,1,5,2
Cotton,92.71,Excellent,None,Fertile,0,0,4,0
Soybean,83.78,Excellent,Phosphorus,Moderately Fertile,6,0,5,2
Tomato,80.5,Excellent,None,Fertile,8,0,4,0
Tomato,83.32,Excellent,None,Fertile,8,0,4,0
Maize,83.27,Excellent,None,Fertile,3,0,4,0
Sugarcane,84.62,Excellent,None,Fertile,7,0,4,0
Rice,83.28,Excellent,None,Fertile,5,0,4,0
Rice,82.21,Excellent,None,Fertile,5,0,4,0
Cotton,95.3,Excellent,None,Fertile,0,0,4,0
Cotton,69.34,Good,Potassium,Moderately Fertile,0,1,7,2
Wheat,88.08,Excellent,None,Fertile,9,0,4,0
Rice,87.86,Excellent,None,Fertile,5,0,4,0
Potato,83.58,Excellent,None,Fertile,4,0,4,0
Sugarcane,74.23,Good,Nitrogen,Moderately Fertile,7,1,0,2
Soybean,72.4,Good,Nitrogen,Moderately Fertile,6,1,0,2
Tomato,70.38,Good,Nitrogen,Moderately Fertile,8,1,0,2
Groundnut,66.4,Good,Nitrogen,Moderately Fertile,1,1,0,2
Tomato,56.23,Moderate,"Nitrogen, Phosphorus, Potassium",Infertile,8,2,2,1
Rice,81.64,Excellent,Potassium,Moderately Fertile,5,0,7,2
Wheat,78.94,Good,Phosphorus,Moderately Fertile,9,1,5,2
Cotton,58.23,Moderate,"Phosphorus, Potassium",Infertile,0,2,6,1
Soybean,65.82,Good,"Phosphorus, Potassium",Infertile,6,1,6,1
Tomato,66.55,Good,Nitrogen,Moderately Fertile,8,1,0,2
Sugarcane,64.04,Good,"Nitrogen, Phosphorus",Infertile,7,1,1,1
Sugarcane,74.69,Good,Potassium,Moderately Fertile,7,1,7,2
Soybean,75.48,Good,"Phosphorus, Potassium",Infertile,6,1,6,1
Groundnut,64.87,Good,"Nitrogen, Potassium",Infertile,1,1,3,1
Rice,83.47,Excellent,Potassium,Moderately Fertile,5,0,7,2
Cotton,85.92,Excellent,None,Fertile,0,0,4,0
Potato,65.98,Good,Potassium,Moderately Fertile,4,1,7,2
Potato,85.91,Excellent,None,Fertile,4,0,4,0
Soybean,80.26,Excellent,None,Fertile,6,0,4,0
Jute,66.54,Good,"Nitrogen, Potassium",Infertile,2,1,3,1
Soybean,89.76,Excellent,None,Fertile,6,0,4,0
Jute,76.32,Good,None,Fertile,2,1,4,0
Rice,91.23,Excellent,None,Fertile,5,0,4,0
Jute,81.69,Excellent,None,Fertile,2,0,4,0
Tomato,83.79,Excellent,Phosphorus,Moderately Fertile,8,0,5,2
Potato,50.48,Moderate,"Nitrogen, Phosphorus, Potassium",Infertile,4,2,2,1
Jute,80.35,Excellent,Potassium,Moderately Fertile,2,0,7,2
Cotton,93.6,Excellent,None,Fertile,0,0,4,0
Cotton,86.12,Excellent,None,Fertile,0,0,4,0
Maize,77.62,Good,Potassium,Moderately Fertile,3,1,7,2
Sugarcane,87.89,Excellent,None,Fertile,7,0,4,0
Jute,80.93,Excellent,Potassium,Moderately Fertile,2,0,7,2
Potato,65.01,Good,Nitrogen,Moderately Fertile,4,1,0,2
Soybean,65.97,Good,"Nitrogen, Phosphorus",Infertile,6,1,1,1
Tomato,71.22,Good,Potassium,Moderately Fertile,8,1,7,2
Maize,69.23,Good,Potassium,Moderately Fertile,3,1,7,2
Groundnut,89.07,Excellent,None,Fertile,1,0,4,0
Potato,66.27,Good,"Phosphorus, Potassium",Infertile,4,1,6,1
Rice,61.36,Good,"Nitrogen, Phosphorus",Infertile,5,1,1,1
Tomato,93.53,Excellent,None,Fertile,8,0,4,0
Rice,88.92,Excellent,None,Fertile,5,0,4,0
Sugarcane,80.49,Excellent,Potassium,Moderately Fertile,7,0,7,2
Soybean,91.64,Excellent,None,Fertile,6,0,4,0
Tomato,62.37,Good,None,Fertile,8,1,4,0
Rice,60.1,Good,"Phosphorus, Potassium",Infertile,5,1,6,1
Sugarcane,75.57,Good,Potassium,Moderately Fertile,7,1,7,2
Potato,63.94,Good,"Nitrogen, Phosphorus",Infertile,4,1,1,1
Jute,86.52,Excellent,None,Fertile,2,0,4,0
Jute,67.4,Good,Phosphorus,Moderately Fertile,2,1,5,2
Potato,73.49,Good,Phosphorus,Moderately Fertile,4,1,5,2
Wheat,78.84,Good,Phosphorus,Moderately Fertile,9,1,5,2
Potato,87.28,Excellent,None,Fertile,4,0,4,0
Jute,61.99,Good,"Nitrogen, Potassium",Infertile,2,1,3,1
Groundnut,80.57,Excellent,None,Fertile,1,0,4,0
Wheat,73.85,Good,Potassium,Moderately Fertile,9,1,7,2
Potato,66.65,Good,"Nitrogen, Potassium",Infertile,4,1,3,1
Groundnut,80.0,Excellent,None,Fertile,1,0,4,0
Jute,89.98,Excellent,None,Fertile,2,0,4,0
Tomato,86.65,Excellent,None,Fertile,8,0,4,0
Maize,76.87,Good,Potassium,Moderately Fertile,3,1,7,2
Rice,77.64,Good,None,Fertile,5,1,4,0
Potato,69.09,Good,"Phosphorus, Potassium",Infertile,4,1,6,1
Soybean,68.4,Good,Potassium,Moderately Fertile,6,1,7,2
Wheat,62.73,Good,"Phosphorus, Potassium",Infertile,9,1,6,1
Jute,83.01,Excellent,None,Fertile,2,0,4,0
Sugarcane,78.55,Good,None,Fertile,7,1,4,0
Potato,78.04,Good,Nitrogen,Moderately Fertile,4,1,0,2
Tomato,67.3,Good,Nitrogen,Moderately Fertile,8,1,0,2
Groundnut,59.39,Moderate,"Nitrogen, Potassium",Infertile,1,2,3,1
Jute,75.91,Good,None,Fertile,2,1,4,0
Maize,93.43,Excellent,None,Fertile,3,0,4,0
Rice,81.64,Excellent,None,Fertile,5,0,4,0
Maize,74.39,Good,Potassium,Moderately Fertile,3,1,7,2
Maize,76.68,Good,Phosphorus,Moderately Fertile,3,1,5,2
Maize,85.4,Excellent,Phosphorus,Moderately Fertile,3,0,5,2
Tomato,82.06,Excellent,Potassium,Moderately Fertile,8,0,7,2
Cotton,50.38,Moderate,"Nitrogen, Phosphorus, Potassium",Infertile,0,2,2,1
Jute,76.94,Good,Potassium,Moderately Fertile,2,1,7,2
Cotton,71.01,Good,Phosphorus,Moderately Fertile,0,1,5,2
Groundnut,69.41,Good,Phosphorus,Moderately Fertile,1,1,5,2
Jute,81.36,Excellent,None,Fertile,2,0,4,0
Rice,75.45,Good,Potassium,Moderately Fertile,5,1,7,2
Groundnut,68.3,Good,Phosphorus,Moderately Fertile,1,1,5,2
Sugarcane,95.7,Excellent,None,Fertile,7,0,4,0
Maize,76.29,Good,Phosphorus,Moderately Fertile,3,1,5,2
Soybean,85.46,Excellent,None,Fertile,6,0,4,0
Groundnut,77.43,Good,"Phosphorus, Potassium",Infertile,1,1,6,1
Tomato,69.0,Good,"Nitrogen, Phosphorus",Infertile,8,1,1,1
Wheat,71.65,Good,Phosphorus,Moderately Fertile,9,1,5,2
Sugarcane,71.92,Good,Nitrogen,Moderately Fertile,7,1,0,2
Rice,60.11,Good,"Nitrogen, Potassium",Infertile,5,1,3,1
Rice,91.12,Excellent,None,Fertile,5,0,4,0
Tomato,75.19,Good,Phosphorus,Moderately Fertile,8,1,5,2
Rice,73.93,Good,Phosphorus,Moderately Fertile,5,1,5,2
Soybean,79.75,Good,Phosphorus,Moderately Fertile,6,1,5,2
Potato,61.03,Good,Nitrogen,Moderately Fertile,4,1,0,2
Rice,75.76,Good,None,Fertile,5,1,4,0
Maize,66.4,Good,"Phosphorus, Potassium",Infertile,3,1,6,1
Cotton,86.97,Excellent,None,Fertile,0,0,4,0
Soybean,66.4,Good,Potassium,Moderately Fertile,6,1,7,2
Tomato,88.78,Excellent,None,Fertile,8,0,4,0
Tomato,70.27,Good,Potassium,Moderately Fertile,8,1,7,2
Wheat,75.62,Good,Phosphorus,Moderately Fertile,9,1,5,2
Tomato,81.57,Excellent,None,Fertile,8,0,4,0
Soybean,81.79,Excellent,Potassium,Moderately Fertile,6,0,7,2
Potato,62.24,Good,"Nitrogen, Potassium",Infertile,4,1,3,1
Rice,59.78,Moderate,"Nitrogen, Potassium",Infertile,5,2,3,1
Cotton,93.13,Excellent,None,Fertile,0,0,4,0
Groundnut,68.72,Good,"Phosphorus, Potassium",Infertile,1,1,6,1
Soybean,69.73,Good,"Nitrogen, Potassium",Infertile,6,1,3,1
Jute,90.76,Excellent,None,Fertile,2,0,4,0
Tomato,79.23,Good,None,Fertile,8,1,4,0
Wheat,75.52,Good,Phosphorus,Moderately Fertile,9,1,5,2
Cotton,76.88,Good,Phosphorus,Moderately Fertile,0,1,5,2
Groundnut,77.89,Good,Nitrogen,Moderately Fertile,1,1,0,2
Groundnut,65.53,Good,"Phosphorus, Potassium",Infertile,1,1,6,1
Soybean,77.92,Good,Phosphorus,Moderately Fertile,6,1,5,2
Groundnut,55.8,Moderate,"Nitrogen, Potassium",Infertile,1,2,3,1
Sugarcane,89.15,Excellent,None,Fertile,7,0,4,0
Wheat,66.0,Good,"Phosphorus, Potassium",Infertile,9,1,6,1
Rice,89.12,Excellent,None,Fertile,5,0,4,0
Wheat,75.12,Good,Nitrogen,Moderately Fertile,9,1,0,2
Soybean,81.94,Excellent,Phosphorus,Moderately Fertile,6,0,5,2
Wheat,72.92,Good,"Phosphorus, Potassium",Infertile,9,1,6,1
Maize,84.85,Excellent,Potassium,Moderately Fertile,3,0,7,2
Wheat,71.25,Good,Phosphorus,Moderately Fertile,9,1,5,2
Rice,70.06,Good,Nitrogen,Moderately Fertile,5,1,0,2
Rice,73.67,Good,"Phosphorus, Potassium",Infertile,5,1,6,1
Cotton,84.97,Excellent,None,Fertile,0,0,4,0
Potato,61.26,Good,"Nitrogen, Potassium",Infertile,4,1,3,1
Cotton,79.54,Good,Nitrogen,Moderately Fertile,0,1,0,2
Cotton,82.38,Excellent,None,Fertile,0,0,4,0
Soybean,87.74,Excellent,None,Fertile,6,0,4,0
Maize,56.9,Moderate,"Nitrogen, Phosphorus",Infertile,3,2,1,1
Soybean,92.95,Excellent,None,Fertile,6,0,4,0
Soybean,86.6,Excellent,None,Fertile,6,0,4,0
Sugarcane,89.91,Excellent,None,Fertile,7,0,4,0
Cotton,87.59,Excellent,Phosphorus,Moderately Fertile,0,0,5,2
Maize,81.2,Excellent,Potassium,Moderately Fertile,3,0,7,2
Jute,64.22,Good,Potassium,Moderately Fertile,2,1,7,2
Maize,72.17,Good,Potassium,Moderately Fertile,3,1,7,2
Wheat,82.51,Excellent,None,Fertile,9,0,4,0
Groundnut,71.53,Good,Nitrogen,Moderately Fertile,1,1,0,2
Tomato,75.67,Good,Potassium,Moderately Fertile,8,1,7,2
Tomato,80.43,Excellent,Phosphorus,Moderately Fertile,8,0,5,2
Jute,86.75,Excellent,Phosphorus,Moderately Fertile,2,0,5,2
Sugarcane,90.56,Excellent,None,Fertile,7,0,4,0
Cotton,85.38,Excellent,None,Fertile,0,0,4,0
Maize,88.93,Excellent,None,Fertile,3,0,4,0
Rice,77.14,Good,Potassium,Moderately Fertile,5,1,7,2
Sugarcane,94.1,Excellent,None,Fertile,7,0,4,0
Cotton,81.38,Excellent,None,Fertile,0,0,4,0
Wheat,81.38,Excellent,Nitrogen,Moderately Fertile,9,0,0,2
Jute,75.54,Good,None,Fertile,2,1,4,0
Jute,93.12,Excellent,None,Fertile,2,0,4,0
Groundnut,77.48,Good,None,Fertile,1,1,4,0
Soybean,73.4,Good,Nitrogen,Moderately Fertile,6,1,0,2
Maize,70.69,Good,Phosphorus,Moderately Fertile,3,1,5,2
Sugarcane,87.0,Excellent,None,Fertile,7,0,4,0
Tomato,75.24,Good,Potassium,Moderately Fertile,8,1,7,2
Potato,66.43,Good,Potassium,Moderately Fertile,4,1,7,2
Groundnut,78.26,Good,None,Fertile,1,1,4,0
Wheat,77.74,Good,"Phosphorus, Potassium",Infertile,9,1,6,1
Jute,78.6,Good,None,Fertile,2,1,4,0
Wheat,83.37,Excellent,None,Fertile,9,0,4,0
Tomato,67.85,Good,Potassium,Moderately Fertile,8,1,7,2
Rice,69.03,Good,"Nitrogen, Potassium",Infertile,5,1,3,1
Maize,87.2,Excellent,None,Fertile,3,0,4,0
Jute,62.54,Good,Potassium,Moderately Fertile,2,1,7,2
Potato,61.48,Good,Potassium,Moderately Fertile,4,1,7,2
Jute,69.54,Good,"Phosphorus, Potassium",Infertile,2,1,6,1
Potato,72.47,Good,Phosphorus,Moderately Fertile,4,1,5,2
Rice,82.09,Excellent,Potassium,Moderately Fertile,5,0,7,2
Groundnut,69.7,Good,Potassium,Moderately Fertile,1,1,7,2
Sugarcane,88.62,Excellent,None,Fertile,7,0,4,0
Wheat,71.54,Good,Nitrogen,Moderately Fertile,9,1,0,2
Maize,77.61,Good,Phosphorus,Moderately Fertile,3,1,5,2
Groundnut,65.85,Good,Phosphorus,Moderately Fertile,1,1,5,2
Soybean,81.21,Excellent,Potassium,Moderately Fertile,6,0,7,2
Groundnut,89.0,Excellent,None,Fertile,1,0,4,0
Maize,88.06,Excellent,Potassium,Moderately Fertile,3,0,7,2
Potato,80.99,Excellent,None,Fertile,4,0,4,0
Sugarcane,72.31,Good,Potassium,Moderately Fertile,7,1,7,2
Tomato,64.62,Good,"Nitrogen, Phosphorus",Infertile,8,1,1,1
Jute,69.75,Good,"Nitrogen, Phosphorus",Infertile,2,1,1,1
Jute,83.22,Excellent,None,Fertile,2,0,4,0
Wheat,79.63,Good,None,Fertile,9,1,4,0
Soybean,62.25,Good,"Phosphorus, Potassium",Infertile,6,1,6,1
Rice,80.65,Excellent,Potassium,Moderately Fertile,5,0,7,2
Wheat,74.46,Good,Potassium,Moderately Fertile,9,1,7,2
Maize,62.87,Good,"Phosphorus, Potassium",Infertile,3,1,6,1
Sugarcane,80.5,Excellent,Phosphorus,Moderately Fertile,7,0,5,2
Wheat,79.75,Good,Potassium,Moderately Fertile,9,1,7,2
Maize,68.34,Good,Phosphorus,Moderately Fertile,3,1,5,2
Sugarcane,83.15,Excellent,None,Fertile,7,0,4,0
Wheat,63.9,Good,"Nitrogen, Phosphorus, Potassium",Infertile,9,1,2,1
Rice,67.35,Good,Potassium,Moderately Fertile,5,1,7,2
Maize,83.45,Excellent,Potassium,Moderately Fertile,3,0,7,2
Jute,58.88,Moderate,"Phosphorus, Potassium",Infertile,2,2,6,1
Tomato,57.75,Moderate,"Nitrogen, Potassium",Infertile,8,2,3,1
Wheat,75.94,Good,Potassium,Moderately Fertile,9,1,7,2
Jute,86.28,Excellent,None,Fertile,2,0,4,0
Wheat,87.87,Excellent,None,Fertile,9,0,4,0
Maize,70.28,Good,Phosphorus,Moderately Fertile,3,1,5,2
Cotton,94.54,Excellent,None,Fertile,0,0,4,0
Jute,64.17,Good,"Phosphorus, Potassium",Infertile,2,1,6,1
Maize,80.34,Excellent,Potassium,Moderately Fertile,3,0,7,2
Maize,88.88,Excellent,None,Fertile,3,0,4,0
Soybean,88.85,Excellent,None,Fertile,6,0,4,0
Cotton,92.3,Excellent,None,Fertile,0,0,4,0
Groundnut,66.87,Good,Potassium,Moderately Fertile,1,1,7,2
Soybean,76.69,Good,Potassium,Moderately Fertile,6,1,7,2
Cotton,81.64,Excellent,Potassium,Moderately Fertile,0,0,7,2
Tomato,68.35,Good,Nitrogen,Moderately Fertile,8,1,0,2
Sugarcane,89.22,Excellent,None,Fertile,7,0,4,0
Groundnut,64.44,Good,Potassium,Moderately Fertile,1,1,7,2
