Soil_Type,Nitrogen,Phosphorus,Potassium,pH,Organic_Carbon,Electrical_Conductivity,Temperature,Humidity,Soil_Type_enc
Silty,68.69,72.26,148.52,6.68,0.48,0.99,32.34,90.63,5
Silty,101.38,6.73,21.1,6.32,0.48,0.74,26.27,80.19,5
Clayey,86.86,29.08,52.96,6.92,0.92,1.1,20.17,72.96,2
Loamy,3.6,48.24,40.78,6.16,0.66,0.83,29.06,91.18,3
Sandy,61.15,24.37,103.86,6.9,0.5,0.12,35.46,64.43,4
Black,72.77,48.94,25.19,7.45,1.57,1.3,35.06,44.76,1
Alluvial,58.61,26.67,215.06,6.44,0.89,0.8,22.82,85.63,0
Silty,102.2,48.41,19.97,6.05,1.13,1.11,20.46,72.5,5
Alluvial,85.83,15.57,273.02,6.29,0.99,0.66,19.32,51.1,0
Clayey,95.55,10.2,37.74,8.14,1.14,1.73,31.63,51.63,2
Clayey,98.8,62.8,15.93,6.55,0.94,1.99,24.91,67.1,2
Loamy,118.02,52.62,264.85,6.07,0.97,0.74,30.7,69.37,3
Loamy,54.39,3.85,189.11,7.09,1.08,1.23,32.98,41.47,3
Clayey,63.55,39.59,261.09,7.89,1.11,1.52,33.92,72.85,2
Loamy,98.01,57.55,60.36,7.28,0.8,0.24,30.04,42.31,3
Alluvial,96.62,35.93,206.04,6.86,0.69,1.14,26.48,89.43,0
Loamy,85.76,37.95,197.9,6.64,0.52,0.89,28.38,69.55,3
Silty,57.12,37.53,154.31,6.75,0.42,0.43,26.94,65.33,5
Silty,125.23,35.25,64.84,6.9,0.95,0.14,32.77,89.52,5
Clayey,96.88,60.12,272.62,7.98,0.91,1.99,23.02,59.58,2
Loamy,66.64,40.29,184.13,7.49,0.78,0.52,24.9,66.09,3
Sandy,31.46,59.04,60.67,5.5,0.23,0.17,31.14,60.12,4
Black,11.42,60.06,158.52,7.92,1.39,1.58,19.38,71.96,1
Silty,55.06,18.36,153.72,7.48,0.76,0.12,25.52,69.28,5
Loamy,123.0,82.74,48.83,6.26,1.05,0.63,29.6,91.6,3
Loamy,71.29,80.91,225.66,6.61,0.72,1.2,31.35,51.39,3
Black,50.18,22.09,66.74,7.93,1.31,0.47,31.75,66.72,1
Silty,101.49,13.01,91.99,6.64,0.62,0.69,27.34,69.83,5
Loamy,103.43,37.68,166.2,6.88,1.19,0.71,29.67,81.84,3
Black,56.54,24.5,124.21,7.33,1.37,1.75,21.5,65.51,1
Alluvial,77.19,61.52,233.16,6.96,0.72,1.31,26.08,71.44,0
Loamy,114.69,39.39,265.3,6.53,0.61,1.04,20.73,43.76,3
Loamy,115.07,54.21,50.6,6.47,0.8,0.68,37.01,88.81,3
Sandy,45.94,4.54,256.97,7.15,0.37,0.19,20.63,76.77,4
Alluvial,99.33,5.71,20.05,6.47,0.85,1.29,33.34,59.88,0
Black,107.67,64.67,275.94,7.62,1.885,1.0,28.92,81.39,1
Alluvial,138.45,5.28,169.61,7.43,0.96,0.67,26.15,59.56,0
Silty,138.79,71.69,185.79,7.38,1.11,0.62,21.0,91.32,5
Alluvial,120.54,44.03,213.91,6.98,0.59,1.19,29.99,58.06,0
Alluvial,87.48,67.98,141.03,7.11,0.97,1.35,32.28,82.92,0
Black,136.56,25.08,142.68,8.11,1.31,1.4,22.07,76.99,1
Alluvial,114.73,22.7,100.16,6.29,0.83,0.6,36.39,67.96,0
Loamy,115.73,25.81,203.45,7.01,1.17,0.55,18.19,63.0,3
Alluvial,83.22,76.22,52.7,6.62,1.07,1.08,20.94,89.86,0
Loamy,2.59,3.62,63.89,6.03,0.62,0.61,18.64,52.48,3
Loamy,112.5,32.79,169.97,7.11,1.15,0.82,30.04,59.35,3
Alluvial,4.14,30.47,46.97,6.54,1.11,0.58,33.14,49.92,0
Sandy,135.4,15.11,246.52,6.73,0.49,0.06,26.32,88.29,4
Clayey,77.38,88.99,235.31,6.2,0.91,1.15,34.03,86.38,2
Silty,75.7,60.09,189.98,7.42,1.04,0.12,20.27,78.27,5
Alluvial,53.35,9.05,130.43,6.75,0.55,1.15,34.03,52.87,0
Black,102.24,81.71,39.23,8.22,1.885,1.36,27.0,72.84,1
Clayey,14.3,7.42,80.0,7.84,0.98,1.49,29.38,59.16,2
Loamy,138.73,78.7,34.19,6.51,0.64,1.16,19.27,49.7,3
Clayey,75.49,49.01,199.46,6.44,1.08,1.57,23.44,84.34,2
Loamy,7.75,61.37,171.43,6.85,1.04,1.49,27.6,52.96,3
Alluvial,131.58,64.52,52.97,6.28,0.68,0.68,32.26,70.13,0
Alluvial,13.27,54.1,218.18,6.98,0.66,0.17,29.07,43.93,0
Alluvial,106.08,71.95,217.21,7.01,0.71,0.74,26.8,50.55,0
Clayey,74.71,55.46,19.78,6.19,0.71,1.0,18.65,73.03,2
Loamy,63.53,75.6,149.0,7.26,1.02,0.68,32.92,53.22,3
Loamy,126.07,19.46,31.94,7.23,0.53,0.77,18.24,87.06,3
Loamy,117.13,69.84,91.66,6.92,0.84,1.27,29.55,88.06,3
Loamy,89.31,63.41,235.09,7.17,0.43,0.23,33.14,84.53,3
Loamy,118.13,31.94,96.83,6.11,0.74,1.17,29.65,54.04,3
Alluvial,110.43,4.55,102.18,6.59,1.14,0.86,22.53,72.46,0
Loamy,88.34,77.29,256.8,6.9,0.9,0.16,23.73,83.13,3
Silty,102.82,83.19,40.51,6.24,1.03,1.3,33.89,53.54,5
Black,93.32,87.44,18.52,7.9,1.3,1.02,23.3,93.27,1
Alluvial,3.73,16.69,231.68,6.5,1.1,0.45,27.67,93.1,0
Loamy,95.82,46.16,211.72,6.36,0.47,0.44,32.65,71.5,3
Clayey,64.78,21.57,34.48,6.85,1.18,1.95,19.12,59.78,2
Sandy,42.77,7.63,20.14,5.72,0.2,0.26,22.34,69.1,4
Loamy,94.53,37.28,99.9,7.37,1.17,1.46,29.51,64.95,3
Loamy,117.99,14.95,178.47,6.19,0.49,1.03,31.57,82.88,3
Silty,79.21,66.08,170.0,7.45,0.49,1.37,24.74,48.43,5
Loamy,66.29,31.52,171.95,6.81,0.77,1.17,31.86,67.95,3
Black,136.12,25.23,251.61,7.4,1.32,1.76,34.61,88.53,1
Loamy,74.29,75.6,101.49,7.09,0.79,0.68,18.86,70.33,3
Alluvial,126.03,66.77,141.69,6.61,0.43,0.14,23.28,40.86,0
Silty,75.15,38.17,61.47,6.61,0.76,0.47,18.02,67.04,5
Alluvial,70.66,8.09,95.87,6.4,0.55,0.49,27.7,80.43,0
Loamy,78.31,77.65,139.32,7.12,1.17,0.55,26.99,82.45,3
Loamy,12.28,40.94,171.23,6.28,0.92,1.34,23.71,77.91,3
Silty,114.38,15.22,37.4,7.45,1.05,0.55,31.29,49.28,5
Sandy,73.37,51.35,174.79,6.24,0.41,0.28,30.62,73.28,4
Alluvial,59.58,19.01,159.25,6.75,1.04,1.0,35.66,82.63,0
Loamy,68.96,5.64,210.67,7.25,1.09,1.13,29.05,85.94,3
Silty,74.56,4.14,277.26,6.82,1.07,1.05,36.12,78.26,5
Alluvial,77.94,52.39,194.21,6.28,0.95,0.67,31.83,64.6,0
Silty,115.96,49.79,35.06,6.6,0.46,0.2,34.87,42.22,5
Alluvial,111.24,32.92,92.43,6.78,1.04,1.32,30.18,80.4,0
Sandy,76.63,43.41,193.2,5.52,0.45,0.27,25.91,85.53,4
Loamy,106.44,55.65,195.51,7.25,0.54,0.1,31.07,71.1,3
Sandy,11.2,27.84,135.97,6.91,0.28,0.34,18.94,54.33,4
Loamy,53.96,88.25,272.96,6.13,0.53,0.71,25.04,85.13,3
Silty,87.21,42.64,30.16,7.39,1.18,0.11,34.69,81.74,5
Loamy,64.33,47.84,23.73,6.27,0.68,0.52,33.7,85.31,3
Alluvial,127.23,34.03,148.87,7.34,0.68,0.4,37.12,68.83,0
Alluvial,76.86,29.9,207.35,6.8,0.48,0.9,24.81,73.22,0
Clayey,14.22,38.64,240.4,7.26,1.35,2.17,23.27,70.79,2
Loamy,11.52,77.96,108.28,6.91,0.79,1.21,35.2,64.17,3
Clayey,124.06,6.88,145.46,7.31,1.48,1.19,29.44,59.63,2
Alluvial,7.13,78.87,215.84,6.83,0.65,1.46,29.46,88.9,0
Clayey,108.72,55.92,160.26,6.97,0.96,1.31,34.75,50.79,2
Clayey,107.25,66.58,181.24,6.45,1.45,1.49,22.83,80.44,2
Alluvial,92.73,83.35,275.85,6.44,0.43,0.77,36.1,50.84,0
Silty,121.75,4.06,102.07,7.18,0.76,0.87,19.96,84.3,5
Clayey,79.69,81.36,30.37,6.74,1.11,2.06,24.87,86.49,2
Silty,112.45,80.19,49.62,7.11,0.88,0.99,25.77,83.01,5
Sandy,44.53,74.76,129.0,6.11,0.13,0.18,30.91,75.36,4
Loamy,87.15,46.09,144.63,6.78,0.47,0.12,35.9,75.01,3
Black,86.76,24.01,172.53,8.26,1.37,1.74,35.59,79.45,1
Clayey,68.39,55.44,33.36,7.4,1.03,1.63,36.76,42.08,2
Sandy,85.33,24.14,258.32,5.99,0.41,0.31,35.59,73.77,4
Loamy,56.36,32.94,198.47,6.95,1.09,0.97,18.99,58.2,3
Alluvial,91.38,38.41,138.47,7.25,0.5,0.35,21.5,53.19,0
Alluvial,78.91,58.88,39.54,6.33,1.02,1.07,30.06,83.56,0
Loamy,112.46,61.81,129.92,6.31,0.75,1.39,35.97,63.91,3
Clayey,13.83,70.38,141.47,7.8,0.93,1.51,36.7,70.08,2
Clayey,129.72,23.02,168.5,7.75,0.93,0.55,34.63,65.39,2
Clayey,76.66,89.31,138.28,6.4,1.18,1.7,19.19,89.45,2
Loamy,12.77,65.29,38.62,7.34,0.95,1.45,29.08,74.24,3
Alluvial,97.89,60.28,250.48,6.92,0.42,1.21,28.91,48.92,0
Alluvial,89.68,12.34,15.09,6.7,0.6,0.59,34.93,69.2,0
Sandy,11.1,5.55,161.41,7.11,0.14,0.14,20.23,93.37,4
Silty,68.26,11.14,224.52,7.44,1.02,0.42,36.57,53.57,5
Sandy,44.85,58.7,185.98,5.91,0.1,0.1,29.41,80.95,4
Black,119.32,62.07,263.4,7.44,1.885,1.25,23.44,93.35,1
Black,5.19,6.49,57.62,7.69,1.06,1.27,27.98,69.43,1
Loamy,84.4,7.11,228.18,6.8,1.13,0.33,33.15,51.23,3
Loamy,13.88,58.47,83.09,6.76,0.74,0.3,29.06,57.98,3
Loamy,64.75,47.88,191.48,6.58,0.79,0.39,23.13,91.91,3
Loamy,80.99,6.4,49.77,6.25,0.59,0.34,21.19,93.7,3
Loamy,63.15,30.49,257.18,6.27,1.1,0.8,28.43,84.22,3
Black,8.28,40.46,29.55,7.77,1.84,1.08,20.71,93.24,1
Loamy,55.31,6.84,149.94,6.51,1.07,1.48,18.73,71.63,3
Silty,128.08,69.24,209.93,6.98,0.69,1.31,35.4,41.07,5
Clayey,114.0,37.44,85.98,7.49,1.44,2.24,37.17,93.66,2
Black,136.89,7.13,16.12,8.1,1.32,1.64,36.36,52.64,1
Loamy,138.12,63.98,96.65,7.28,1.19,1.18,33.14,72.14,3
Alluvial,75.38,41.32,101.28,6.9,0.53,1.02,28.74,84.2,0
Black,64.21,72.6,39.19,7.44,1.37,1.6,19.46,82.02,1
Black,10.77,88.11,109.43,7.25,1.885,1.56,23.51,75.2,1
Loamy,139.5,33.98,147.65,6.62,0.49,1.17,24.82,72.24,3
Alluvial,12.9,80.15,31.29,6.61,0.55,0.12,29.37,45.22,0
Silty,93.63,23.27,39.63,7.17,0.66,0.34,37.73,79.29,5
Black,93.76,48.11,238.7,8.19,0.87,1.6,33.87,47.63,1
Clayey,117.28,84.42,107.29,7.6,1.14,1.92,34.59,71.33,2
Clayey,115.25,12.31,271.23,7.52,1.18,2.05,23.28,62.76,2
Loamy,10.18,75.96,237.23,6.86,0.79,0.26,29.98,59.77,3
Loamy,62.73,23.51,204.75,6.37,0.45,0.18,21.59,78.08,3
Loamy,116.26,39.41,163.91,7.16,0.41,0.83,18.11,69.42,3
Black,91.9,12.38,178.31,8.33,1.36,1.42,19.81,57.85,1
Black,109.92,72.39,76.48,8.02,1.26,0.81,30.38,63.65,1
Sandy,40.68,2.25,71.72,5.84,0.25,0.25,25.73,83.45,4
Black,132.37,46.7,11.95,7.43,1.51,0.53,33.02,42.49,1
Loamy,54.48,53.85,119.34,7.19,1.06,0.47,26.54,66.01,3
Loamy,3.6,65.17,48.18,6.14,0.99,1.16,36.3,47.02,3
Clayey,131.51,7.74,89.6,7.08,0.78,1.62,28.77,94.2,2
Sandy,126.11,8.14,28.12,6.52,0.47,0.18,29.17,63.76,4
Clayey,80.39,19.36,33.38,6.98,1.34,1.84,18.03,52.42,2
Black,10.98,83.56,168.64,8.01,1.38,1.29,32.02,61.29,1
Black,134.37,67.76,144.84,7.82,1.76,1.11,24.65,45.12,1
Black,90.9,24.49,275.51,8.12,0.9,0.41,33.83,71.82,1
Loamy,89.47,53.25,100.68,7.0,0.93,1.09,26.94,63.99,3
Alluvial,81.64,45.42,248.15,6.48,0.57,0.84,28.97,84.36,0
Loamy,5.08,84.77,149.53,6.23,0.47,0.9,26.81,66.88,3
Loamy,70.65,37.82,42.62,7.37,0.47,0.41,30.56,70.98,3
Black,88.29,15.48,196.35,7.91,0.96,1.61,25.99,53.95,1
Alluvial,94.62,14.43,205.27,7.17,0.94,0.93,29.61,48.33,0
Sandy,134.37,30.81,177.4,6.75,0.44,0.28,33.2,68.2,4
Loamy,106.69,42.36,222.77,6.05,0.77,1.47,24.46,60.51,3
Sandy,43.61,69.6,30.5,5.85,0.24,0.36,28.88,40.72,4
Loamy,51.44,32.7,251.16,7.2,0.83,1.13,23.17,65.99,3
Sandy,10.97,10.61,86.08,6.24,0.19,0.18,28.24,92.56,4
Loamy,108.33,44.07,22.89,6.01,0.83,1.09,31.89,45.38,3
Loamy,55.63,53.2,34.5,6.43,0.58,0.47,32.94,82.23,3
Sandy,7.04,79.98,213.25,6.78,0.32,0.2,20.81,74.07,4
Loamy,113.74,61.72,105.91,6.79,0.55,1.43,36.02,74.5,3
Clayey,3.94,57.77,72.84,6.08,1.15,0.92,31.03,50.39,2
Clayey,9.78,14.45,57.52,6.54,1.46,1.54,35.65,45.82,2
Loamy,100.03,73.3,45.92,6.01,0.8,1.41,25.14,93.76,3
Black,123.65,9.04,125.43,8.34,0.88,0.67,26.81,59.03,1
Silty,107.63,58.59,38.01,6.45,1.02,1.26,27.39,56.79,5
Clayey,3.53,15.8,194.03,6.04,0.66,1.76,26.12,76.44,2
Sandy,31.8,36.62,203.42,7.14,0.38,0.25,26.24,74.01,4
Black,83.96,35.34,275.39,8.48,1.42,0.49,35.44,58.16,1
Loamy,118.0,82.27,155.19,7.07,0.85,1.17,33.07,83.82,3
Loamy,6.13,89.67,38.82,6.13,0.53,0.3,27.56,85.19,3
Alluvial,115.51,84.03,84.83,7.18,1.09,0.32,26.28,56.22,0
Loamy,121.59,64.16,243.99,7.45,0.5,0.46,18.28,40.33,3
Sandy,42.36,74.35,248.16,5.89,0.29,0.4,24.13,50.63,4
Loamy,11.28,44.37,187.63,7.3,0.71,0.53,18.95,75.05,3
Alluvial,57.42,8.35,151.62,6.97,0.5,1.15,31.07,77.32,0
Loamy,74.99,6.17,149.3,6.82,0.82,1.4,33.7,83.08,3
Silty,66.25,4.56,228.94,6.61,1.05,0.76,32.86,61.63,5
Black,14.21,84.83,258.58,7.62,1.8,1.76,31.09,58.62,1
Black,75.72,82.72,133.29,8.07,1.37,0.99,30.62,94.03,1
Alluvial,14.74,67.13,33.15,6.61,1.1,0.14,31.22,59.05,0
Loamy,4.19,63.06,187.38,6.47,1.03,1.3,32.32,82.34,3
Alluvial,3.58,2.08,225.4,6.96,0.87,0.55,29.57,60.31,0
Silty,86.42,89.42,173.41,7.03,0.49,1.3,31.39,75.92,5
Clayey,57.13,71.68,135.11,6.64,0.94,1.24,34.28,85.96,2
Loamy,103.75,16.51,14.32,6.44,0.89,0.24,34.58,66.04,3
Black,124.52,72.75,193.7,7.59,1.885,0.61,24.57,46.48,1
Black,50.2,29.97,107.25,8.02,0.85,1.55,34.23,81.84,1
Silty,63.35,69.6,99.69,6.5,0.49,0.15,35.55,73.95,5
Loamy,6.32,66.3,148.24,7.1,0.98,1.2,21.04,51.05,3
Black,116.49,25.81,101.29,8.46,0.91,0.99,36.96,52.15,1
Alluvial,112.55,87.22,247.34,6.38,0.88,0.6,19.74,64.99,0
Silty,137.45,66.74,269.18,7.19,1.19,0.79,23.07,56.52,5
Alluvial,95.3,30.68,72.06,6.95,0.59,0.44,32.45,84.73,0
Black,111.83,30.3,271.62,7.6,0.96,1.6,19.0,68.25,1
Black,71.34,60.8,34.65,7.24,0.81,0.62,19.64,93.4,1
Silty,124.34,3.72,134.73,7.46,0.86,0.16,25.91,87.38,5
Loamy,121.75,31.49,139.76,6.78,0.64,0.1,21.46,58.01,3
Black,91.11,62.94,106.49,8.3,1.02,0.98,19.19,49.07,1
Alluvial,120.48,38.11,51.2,7.15,0.95,0.84,37.73,75.34,0
Alluvial,131.43,68.57,216.53,6.66,0.98,1.28,19.74,73.96,0
Black,134.13,43.83,176.16,8.16,1.45,0.98,22.14,87.16,1
Sandy,81.28,56.5,174.3,7.0,0.43,0.25,21.76,94.56,4
Loamy,66.45,66.81,11.68,6.22,1.05,1.39,31.49,47.86,3
Alluvial,76.16,8.76,14.33,6.91,0.82,0.32,34.1,63.33,0
Loamy,118.82,56.12,34.86,6.15,0.91,0.11,22.12,53.14,3
Black,135.96,60.4,132.82,8.09,1.24,1.39,33.94,48.42,1
Sandy,130.44,20.92,202.11,5.91,0.47,0.29,26.5,54.76,4
Clayey,6.16,52.78,108.82,6.42,1.39,1.64,33.56,65.52,2
Alluvial,68.05,56.54,234.92,7.03,1.19,1.16,22.81,44.77,0
Sandy,23.65,89.49,218.53,6.12,0.14,0.27,27.71,42.75,4
Loamy,113.12,2.73,34.31,6.03,1.15,0.86,32.03,94.17,3
Clayey,99.07,33.2,264.39,7.24,1.34,1.74,22.63,76.78,2
Black,9.7,78.65,98.8,7.57,1.55,1.42,36.35,60.17,1
Loamy,57.83,73.88,250.2,7.34,1.09,1.08,18.89,94.95,3
Clayey,92.45,13.86,49.13,8.19,0.82,0.73,20.56,51.65,2
Loamy,96.04,32.93,77.87,6.08,0.72,0.7,31.42,44.61,3
Black,61.23,56.75,212.98,8.27,1.885,1.78,19.55,89.15,1
Black,8.3,45.78,128.22,7.66,1.68,0.98,31.27,64.13,1
Silty,102.52,64.11,20.24,7.17,1.1,0.45,18.53,69.14,5
Sandy,59.2,59.95,275.65,5.54,0.44,0.22,34.78,83.89,4
Sandy,50.5,76.35,44.58,6.68,0.32,0.22,30.83,92.88,4
Loamy,83.78,15.14,161.61,6.19,1.01,0.87,20.08,40.38,3
Black,104.77,32.47,149.75,7.55,1.88,1.13,34.33,41.77,1
Clayey,66.18,4.02,110.19,8.01,0.64,1.22,32.73,48.7,2
Loamy,70.78,31.98,107.47,6.89,1.13,1.16,33.54,53.91,3
Alluvial,52.73,33.14,100.32,7.46,0.62,0.95,37.65,47.3,0
Alluvial,114.26,24.53,264.4,6.71,0.97,1.28,19.93,52.21,0
Silty,90.06,3.89,68.7,6.06,1.12,0.58,21.81,69.36,5
Clayey,4.49,44.2,188.92,6.45,0.68,1.79,26.58,89.92,2
Sandy,52.28,4.69,259.87,5.58,0.22,0.22,24.51,42.69,4
Loamy,128.63,61.59,19.12,6.05,1.16,0.27,37.29,82.34,3
Sandy,119.44,68.57,190.93,6.5,0.47,0.05,26.21,90.52,4
Alluvial,124.98,66.5,195.38,7.31,0.49,1.37,23.51,58.42,0
Black,110.03,23.53,112.02,7.32,1.55,1.46,32.32,64.2,1
Sandy,57.0,10.61,35.89,6.88,0.44,0.18,35.48,47.89,4
Alluvial,71.25,2.31,130.35,6.28,0.88,0.92,28.83,53.94,0
Alluvial,119.63,36.01,84.55,7.35,0.84,0.82,19.33,48.13,0
Alluvial,50.75,84.29,108.4,6.39,0.43,0.59,28.05,72.04,0
Black,103.65,66.58,34.61,8.03,1.56,0.92,34.72,66.33,1
Alluvial,52.78,38.43,16.03,7.31,1.03,0.71,32.88,50.03,0
Sandy,51.36,19.92,34.57,5.67,0.39,0.23,19.01,79.03,4
Silty,70.95,5.59,108.25,6.66,0.91,1.21,37.96,82.2,5
Black,57.53,70.19,197.79,7.58,1.24,0.5,36.8,60.9,1
Alluvial,75.98,2.08,191.4,6.14,0.43,0.21,32.25,55.44,0
Clayey,96.4,89.13,16.34,7.93,0.83,2.35,27.82,91.04,2
Loamy,110.23,7.07,239.38,6.76,0.65,0.21,27.64,61.48,3
Sandy,58.01,85.48,190.98,6.02,0.15,0.19,36.07,81.32,4
Sandy,5.75,78.23,223.58,6.98,0.33,0.07,31.56,61.83,4
Loamy,63.46,5.08,67.27,6.01,0.55,1.1,37.2,76.86,3
Sandy,36.64,35.15,239.56,5.71,0.3,0.32,20.01,86.63,4
Alluvial,58.8,65.82,255.08,6.99,0.7,0.97,18.53,70.32,0
Black,10.77,84.45,96.48,8.41,1.29,1.41,20.37,69.39,1
Sandy,40.05,65.88,133.83,6.8,0.19,0.36,25.52,48.81,4
Alluvial,133.5,89.75,167.32,6.47,0.84,1.22,28.62,76.04,0
Alluvial,60.36,39.01,92.67,6.94,1.2,1.21,35.07,64.54,0
Loamy,86.96,19.4,214.75,7.11,0.42,0.28,21.89,72.4,3
Alluvial,135.22,87.76,23.1,7.28,0.56,0.81,30.11,71.98,0
Sandy,106.0,59.69,139.8,5.58,0.4,0.27,31.16,87.19,4
Black,65.35,55.69,231.63,8.22,1.78,0.44,29.23,62.21,1
Silty,68.58,51.16,22.93,6.05,0.63,1.22,20.24,42.29,5
Alluvial,57.74,17.06,208.24,7.5,1.14,0.53,32.97,63.26,0
Alluvial,139.41,74.83,19.82,7.2,0.99,1.25,25.52,72.89,0
Loamy,102.11,16.64,271.5,7.0,0.55,0.12,30.36,75.83,3
Clayey,126.08,76.56,24.65,7.27,0.72,2.02,23.13,49.94,2
Loamy,81.35,44.89,227.92,7.11,0.52,0.37,19.4,49.24,3
Loamy,54.96,49.84,131.04,7.05,0.42,1.19,21.16,48.47,3
Sandy,11.9,87.26,21.77,7.09,0.12,0.28,33.7,74.38,4
Silty,98.3,7.44,219.36,6.15,0.61,1.04,29.22,67.53,5
Black,118.6,32.53,177.19,7.26,1.41,1.42,37.33,94.72,1
Black,98.19,4.68,253.27,7.49,1.64,1.48,35.53,84.96,1
Loamy,108.18,59.69,259.85,7.2,0.51,0.22,21.17,49.36,3
Silty,108.88,64.94,157.43,7.47,0.76,0.16,34.5,85.84,5
Alluvial,138.81,59.01,210.31,7.18,0.67,0.9,34.93,81.32,0
Clayey,62.89,66.54,181.66,6.88,1.07,2.16,34.54,81.72,2
Silty,118.09,51.31,246.95,6.09,0.65,1.12,31.2,83.91,5
Alluvial,60.26,89.04,131.41,6.13,0.87,1.48,32.87,83.09,0
Black,88.27,83.16,245.8,7.54,1.64,1.02,24.47,58.04,1
Black,65.43,30.64,20.87,7.56,0.97,0.42,24.83,68.6,1
Black,137.32,76.61,201.06,7.59,1.15,1.69,29.97,52.36,1
Silty,82.07,29.78,189.3,6.32,1.06,1.11,30.95,40.89,5
Loamy,97.45,29.99,262.91,6.65,0.73,0.59,28.08,44.03,3
Alluvial,3.4,87.33,237.59,6.7,0.75,1.33,22.11,66.89,0
Black,6.9,81.23,141.78,7.37,0.85,0.86,34.58,86.62,1
Sandy,42.46,74.72,262.01,6.64,0.11,0.33,25.79,63.45,4
Sandy,35.58,86.29,110.33,7.0,0.26,0.16,18.74,47.59,4
Silty,2.85,12.73,94.25,7.14,0.65,0.69,36.43,40.99,5
Clayey,88.44,34.9,69.28,6.2,1.17,1.83,19.17,41.49,2
Black,126.8,2.56,195.31,8.05,1.42,1.42,20.56,66.29,1
Alluvial,55.31,5.18,31.18,6.63,0.58,0.37,26.96,51.51,0
Black,133.27,5.78,55.02,7.2,0.82,1.13,24.82,42.53,1
Sandy,23.29,62.5,258.04,5.6,0.36,0.28,33.57,71.91,4
Alluvial,10.54,2.54,153.18,7.08,0.93,1.4,29.3,77.9,0
Clayey,70.07,66.53,58.62,7.34,0.79,0.8,24.79,82.52,2
Loamy,56.14,18.75,85.24,6.64,1.05,0.41,24.06,94.85,3
Sandy,32.57,75.62,89.18,6.63,0.2,0.36,22.78,71.2,4
Silty,128.5,68.6,67.32,6.77,1.0,0.91,26.41,57.67,5
Alluvial,90.34,32.24,119.94,6.27,1.07,0.83,22.5,58.37,0
Sandy,57.73,79.15,79.78,5.92,0.26,0.39,25.0,78.94,4
Loamy,119.6,56.54,139.41,6.27,0.81,0.52,21.62,72.69,3
Loamy,51.03,79.51,234.72,6.35,0.68,0.93,30.79,84.62,3
Silty,7.39,78.69,46.54,6.5,0.8,1.09,24.94,49.43,5
Black,75.93,67.28,250.69,8.08,1.37,0.96,29.82,61.38,1
Alluvial,106.66,87.39,110.49,7.1,0.44,0.37,33.73,46.63,0
Clayey,136.12,81.22,169.05,7.82,1.34,1.21,29.54,45.86,2
Alluvial,78.81,30.12,264.45,6.83,0.68,0.54,18.8,63.99,0
Loamy,124.29,11.47,272.6,6.94,1.2,1.46,27.13,90.03,3
Sandy,8.84,8.55,59.84,6.7,0.38,0.15,30.59,61.59,4
Silty,70.81,74.75,30.34,6.37,1.12,1.35,36.85,89.35,5
Black,126.24,50.95,255.01,7.88,1.885,1.2,18.69,59.73,1
Black,90.05,68.28,137.08,8.08,1.18,1.43,26.69,75.51,1
Loamy,114.56,63.23,94.71,7.26,0.65,0.47,37.4,44.47,3
Clayey,114.55,50.39,120.45,6.07,1.09,0.87,23.69,85.27,2
Silty,98.43,66.96,77.06,7.05,0.88,0.17,30.12,69.66,5
Sandy,17.27,86.25,152.84,5.96,0.22,0.25,27.45,46.94,4
Black,6.43,3.84,174.87,7.51,1.23,1.61,24.58,75.29,1
Loamy,94.51,69.18,15.19,7.36,0.72,0.64,31.15,59.2,3
Alluvial,75.12,54.79,33.84,6.34,0.4,0.11,27.3,55.88,0
Loamy,85.4,41.71,273.2,6.38,0.91,0.24,31.51,42.04,3
Sandy,117.57,9.55,83.86,6.46,0.48,0.26,27.67,64.61,4
Alluvial,3.27,23.4,265.44,7.13,0.44,0.55,19.07,63.85,0
Silty,119.47,72.17,194.18,6.86,1.19,1.26,21.48,79.62,5
Alluvial,78.42,50.25,176.12,6.57,0.86,1.28,22.41,77.53,0
Alluvial,70.08,81.75,30.81,6.72,1.1,0.37,22.37,62.5,0
Loamy,72.15,56.85,274.41,6.39,1.14,0.68,37.48,93.99,3
Sandy,54.82,26.16,105.66,7.01,0.13,0.11,34.6,51.23,4
Alluvial,61.61,23.76,12.48,6.36,0.42,0.57,26.52,68.51,0
Alluvial,121.67,40.55,55.03,6.73,0.58,0.37,32.8,73.54,0
Sandy,33.99,23.96,230.76,6.09,0.27,0.12,25.52,89.31,4
Silty,114.52,77.89,210.49,6.17,0.82,0.35,36.26,88.95,5
Silty,66.02,4.48,278.96,6.38,0.46,0.37,28.75,73.16,5
Sandy,139.95,19.71,233.76,6.25,0.42,0.09,33.98,64.48,4
Clayey,50.42,10.5,235.07,6.68,1.14,0.58,33.0,80.93,2
Loamy,136.62,49.51,131.78,7.02,0.96,0.47,22.65,59.59,3
Silty,5.56,48.79,14.19,7.24,0.88,1.13,30.49,92.46,5
Sandy,125.17,71.83,150.89,6.82,0.4,0.32,32.91,72.87,4
Black,53.02,48.69,43.87,8.31,1.28,0.64,28.73,65.5,1
Sandy,45.98,42.14,51.25,6.52,0.39,0.32,26.33,49.54,4
Sandy,129.68,62.28,163.04,6.1,0.45,0.2,24.54,56.09,4
Silty,139.49,46.87,163.74,6.77,0.95,1.49,22.18,48.22,5
