Soil_Type,Crop_Recommended,Nitrogen,Phosphorus,Potassium,pH,Moisture,Organic_Carbon,Electrical_Conductivity,Temperature,Humidity,Soil_Health_Score,Soil_Health_Class,Nutrient_Deficiencies,Soil_Fertility_Status
Black,Cotton,54.9,62.46,251.14,7.44,49.45,1.69,1.76,29.3,44.39,90.06,Excellent,None,Fertile
Loamy,Groundnut,50.56,29.52,218.33,6.86,30.62,0.69,1.38,19.04,94.62,76.8,Good,None,Fertile
Alluvial,Maize,93.27,80.41,170.38,6.27,42.51,0.97,1.48,35.53,63.87,89.52,Excellent,None,Fertile
Loamy,Potato,4.11,86.81,177.98,6.27,30.49,0.75,0.34,35.08,91.55,73.2,Good,Nitrogen,Moderately Fertile
Black,Soybean,100.19,80.52,26.65,7.7,58.6,0.88,0.62,35.69,45.89,73.2,Good,Potassium,Moderately Fertile
Alluvial,Rice,132.57,85.85,232.59,6.42,27.36,1.18,1.12,31.19,60.7,93.77,Excellent,None,Fertile
Alluvial,Sugarcane,83.13,5.04,167.64,7.04,33.43,0.72,1.07,37.61,89.95,73.15,Good,Phosphorus,Moderately Fertile
Alluvial,Sugarcane,93.71,41.49,38.89,6.33,44.09,1.13,1.2,35.9,55.78,82.61,Excellent,Potassium,Moderately Fertile
Loamy,Groundnut,125.39,78.77,60.91,6.66,44.47,1.07,0.79,36.16,55.22,84.61,Excellent,Potassium,Moderately Fertile
Silty,Rice,74.0,9.05,274.72,6.53,29.38,1.09,0.41,23.07,71.81,81.5,Excellent,Phosphorus,Moderately Fertile
Silty,Jute,133.42,56.25,122.48,7.4,41.03,0.9,1.13,24.43,88.77,83.55,Excellent,None,Fertile
Alluvial,Jute,67.11,53.66,164.79,6.1,40.21,0.65,0.95,22.93,94.01,81.18,Excellent,None,Fertile
Loamy,Soybean,68.28,81.22,10.79,6.53,45.78,1.08,0.29,29.27,75.75,78.32,Good,Potassium,Moderately Fertile
Black,Wheat,114.12,73.37,230.35,7.75,38.85,1.49,1.77,26.87,70.25,92.46,Excellent,None,Fertile
Clayey,Sugarcane,126.8,44.78,160.55,7.56,61.96,0.91,1.32,32.93,52.37,85.37,Excellent,None,Fertile
Clayey,Sugarcane,85.83,26.79,268.2,7.03,44.41,1.46,1.62,32.04,71.22,92.06,Excellent,None,Fertile
Loamy,Potato,80.96,20.83,150.57,7.1,42.43,0.85,1.45,31.59,49.75,80.28,Excellent,Phosphorus,Moderately Fertile
Black,Wheat,12.3,71.71,93.6,8.02,37.05,0.81,0.45,19.43,73.92,65.1,Good,"Nitrogen, Potassium",Infertile
Loamy,Wheat,51.39,56.48,232.46,7.21,26.13,0.59,0.18,35.9,62.52,77.02,Good,None,Fertile
Sandy,Groundnut,52.21,43.82,70.28,7.1,18.69,0.13,0.12,21.14,89.77,62.95,Good,Potassium,Moderately Fertile
Loamy,Soybean,13.09,31.38,215.09,6.73,33.76,0.49,0.89,33.12,72.93,68.49,Good,Nitrogen,Moderately Fertile
Silty,Tomato,138.43,72.36,240.17,6.48,36.96,0.42,0.34,31.35,56.08,81.4,Excellent,None,Fertile
Loamy,Maize,3.38,39.54,206.66,6.12,31.58,0.67,0.54,23.6,73.11,70.84,Good,Nitrogen,Moderately Fertile
Alluvial,Cotton,4.36,64.16,273.23,6.3,48.27,0.46,0.75,31.89,88.67,68.56,Good,Nitrogen,Moderately Fertile
Clayey,Sugarcane,127.17,44.97,115.28,8.1,52.2,0.67,2.29,27.25,75.07,70.84,Good,None,Fertile
Sandy,Potato,81.06,43.64,205.47,5.77,20.74,0.45,0.14,33.16,94.13,78.35,Good,None,Fertile
Loamy,Maize,118.31,16.02,157.26,6.7,41.52,0.86,1.01,34.13,56.64,80.84,Excellent,Phosphorus,Moderately Fertile
Loamy,Potato,3.77,6.42,35.97,6.96,46.82,0.72,0.62,27.14,52.03,51.17,Moderate,"Nitrogen, Phosphorus, Potassium",Infertile
Sandy,Tomato,40.4,37.47,115.79,6.58,14.92,0.28,0.17,30.9,70.5,69.08,Good,Nitrogen,Moderately Fertile
Alluvial,Sugarcane,72.49,29.09,138.16,7.33,43.98,0.76,1.19,19.03,77.71,78.08,Good,None,Fertile
Silty,Tomato,115.14,64.04,53.83,6.94,26.84,0.97,0.84,33.65,73.55,80.92,Excellent,Potassium,Moderately Fertile
Loamy,Soybean,56.26,34.2,46.62,6.88,34.76,0.86,0.87,27.6,89.62,72.85,Good,Potassium,Moderately Fertile
Loamy,Tomato,80.36,14.65,18.73,6.77,35.49,0.68,1.08,33.45,90.64,65.36,Good,"Phosphorus, Potassium",Infertile
Loamy,Groundnut,118.36,5.14,22.59,6.3,43.4,0.44,1.19,32.48,53.0,57.89,Moderate,"Phosphorus, Potassium",Infertile
Loamy,Soybean,114.65,63.48,74.23,6.35,28.88,1.15,1.21,25.42,90.25,86.18,Excellent,Potassium,Moderately Fertile
Clayey,Rice,106.86,60.39,46.83,6.07,57.81,1.27,1.97,26.21,89.43,81.53,Excellent,Potassium,Moderately Fertile
Clayey,Sugarcane,138.56,16.86,201.35,7.84,66.97,1.09,1.84,37.17,60.56,77.21,Good,Phosphorus,Moderately Fertile
Alluvial,Rice,75.46,5.1,168.54,7.5,35.09,0.9,0.39,27.03,53.28,73.11,Good,Phosphorus,Moderately Fertile
Sandy,Groundnut,51.94,86.28,33.84,6.15,10.71,0.41,0.05,21.11,69.66,64.58,Good,Potassium,Moderately Fertile
Alluvial,Cotton,81.7,20.55,191.88,6.92,36.96,0.94,1.13,33.37,50.44,82.58,Excellent,Phosphorus,Moderately Fertile
Alluvial,Cotton,58.39,56.5,26.12,6.83,30.94,0.74,0.65,23.15,67.62,71.57,Good,Potassium,Moderately Fertile
Alluvial,Rice,8.93,82.69,178.32,7.18,32.09,0.99,0.94,35.88,48.42,76.76,Good,Nitrogen,Moderately Fertile
Black,Sugarcane,54.43,29.99,210.62,7.51,55.06,0.85,1.06,29.02,41.29,77.02,Good,None,Fertile
Loamy,Groundnut,108.12,22.25,258.92,6.62,25.04,0.57,0.39,33.54,63.06,78.48,Good,Phosphorus,Moderately Fertile
Loamy,Groundnut,107.23,11.0,57.02,6.69,30.0,0.95,0.25,19.83,60.61,72.45,Good,"Phosphorus, Potassium",Infertile
Sandy,Tomato,53.98,78.87,55.2,6.46,13.3,0.16,0.06,20.95,67.01,64.2,Good,Potassium,Moderately Fertile
Sandy,Tomato,31.41,70.2,240.56,6.37,14.58,0.38,0.26,32.46,91.59,72.09,Good,Nitrogen,Moderately Fertile
Loamy,Groundnut,112.61,24.48,68.56,6.02,38.66,1.12,0.52,37.85,54.67,78.35,Good,"Phosphorus, Potassium",Infertile
Silty,Jute,68.69,72.26,148.52,6.68,40.81,0.48,0.99,32.34,90.63,80.58,Excellent,None,Fertile
Silty,Jute,101.38,6.73,21.1,6.32,41.59,0.48,0.74,26.27,80.19,59.05,Moderate,"Phosphorus, Potassium",Infertile
Clayey,Wheat,86.86,29.08,52.96,6.92,71.91,0.92,1.1,20.17,72.96,76.47,Good,Potassium,Moderately Fertile
Loamy,Soybean,3.6,48.24,40.78,6.16,35.42,0.66,0.83,29.06,91.18,61.36,Good,"Nitrogen, Potassium",Infertile
Sandy,Potato,61.15,24.37,103.86,6.9,14.16,0.5,0.12,35.46,64.43,69.38,Good,Phosphorus,Moderately Fertile
Black,Soybean,72.77,48.94,25.19,7.45,45.73,1.57,1.3,35.06,44.76,83.45,Excellent,Potassium,Moderately Fertile
Alluvial,Cotton,58.61,26.67,215.06,6.44,38.84,0.89,0.8,22.82,85.63,81.03,Excellent,None,Fertile
Silty,Jute,102.2,48.41,19.97,6.05,28.37,1.13,1.11,20.46,72.5,79.53,Good,Potassium,Moderately Fertile
Alluvial,Cotton,85.83,15.57,273.02,6.29,36.19,0.99,0.66,19.32,51.1,81.81,Excellent,Phosphorus,Moderately Fertile
Clayey,Rice,95.55,10.2,37.74,8.14,74.63,1.14,1.73,31.63,51.63,65.01,Good,"Phosphorus, Potassium",Infertile
Clayey,Rice,98.8,62.8,15.93,6.55,48.95,0.94,1.99,24.91,67.1,75.56,Good,Potassium,Moderately Fertile
Loamy,Potato,118.02,52.62,264.85,6.07,35.61,0.97,0.74,30.7,69.37,88.52,Excellent,None,Fertile
Loamy,Wheat,54.39,3.85,189.11,7.09,29.28,1.08,1.23,32.98,41.47,74.23,Good,Phosphorus,Moderately Fertile
Clayey,Rice,63.55,39.59,261.09,7.89,48.04,1.11,1.52,33.92,72.85,84.05,Excellent,None,Fertile
Loamy,Tomato,98.01,57.55,60.36,7.28,37.21,0.8,0.24,30.04,42.31,76.97,Good,Potassium,Moderately Fertile
Alluvial,Maize,96.62,35.93,206.04,6.86,32.57,0.69,1.14,26.48,89.43,83.84,Excellent,None,Fertile
Loamy,Wheat,85.76,37.95,197.9,6.64,31.98,0.52,0.89,28.38,69.55,82.78,Excellent,None,Fertile
Silty,Rice,57.12,37.53,154.31,6.75,49.05,0.42,0.43,26.94,65.33,76.61,Good,None,Fertile
Silty,Tomato,125.23,35.25,64.84,6.9,43.57,0.95,0.14,32.77,89.52,80.18,Excellent,Potassium,Moderately Fertile
Clayey,Rice,96.88,60.12,272.62,7.98,72.74,0.91,1.99,23.02,59.58,80.33,Excellent,None,Fertile
Loamy,Potato,66.64,40.29,184.13,7.49,28.6,0.78,0.52,24.9,66.09,81.32,Excellent,None,Fertile
Sandy,Potato,31.46,59.04,60.67,5.5,22.82,0.23,0.17,31.14,60.12,57.3,Moderate,"Nitrogen, Potassium",Infertile
Black,Soybean,11.42,60.06,158.52,7.92,51.0,1.39,1.58,19.38,71.96,79.66,Good,Nitrogen,Moderately Fertile
Silty,Rice,55.06,18.36,153.72,7.48,32.02,0.76,0.12,25.52,69.28,71.9,Good,Phosphorus,Moderately Fertile
Loamy,Potato,123.0,82.74,48.83,6.26,44.75,1.05,0.63,29.6,91.6,81.81,Excellent,Potassium,Moderately Fertile
Loamy,Groundnut,71.29,80.91,225.66,6.61,34.4,0.72,1.2,31.35,51.39,85.5,Excellent,None,Fertile
Black,Wheat,50.18,22.09,66.74,7.93,45.9,1.31,0.47,31.75,66.72,71.84,Good,"Phosphorus, Potassium",Infertile
Silty,Jute,101.49,13.01,91.99,6.64,36.11,0.62,0.69,27.34,69.83,70.98,Good,"Phosphorus, Potassium",Infertile
Loamy,Soybean,103.43,37.68,166.2,6.88,26.88,1.19,0.71,29.67,81.84,92.66,Excellent,None,Fertile
Black,Wheat,56.54,24.5,124.21,7.33,54.56,1.37,1.75,21.5,65.51,81.31,Excellent,Phosphorus,Moderately Fertile
Alluvial,Jute,77.19,61.52,233.16,6.96,29.75,0.72,1.31,26.08,71.44,84.73,Excellent,None,Fertile
Loamy,Wheat,114.69,39.39,265.3,6.53,42.52,0.61,1.04,20.73,43.76,84.61,Excellent,None,Fertile
Loamy,Groundnut,115.07,54.21,50.6,6.47,36.57,0.8,0.68,37.01,88.81,78.85,Good,Potassium,Moderately Fertile
Sandy,Potato,45.94,4.54,256.97,7.15,14.92,0.37,0.19,20.63,76.77,60.92,Good,"Nitrogen, Phosphorus",Infertile
Alluvial,Rice,99.33,5.71,20.05,6.47,27.51,0.85,1.29,33.34,59.88,65.54,Good,"Phosphorus, Potassium",Infertile
Black,Soybean,107.67,64.67,275.94,7.62,44.5,1.94,1.0,28.92,81.39,94.9,Excellent,None,Fertile
Alluvial,Rice,138.45,5.28,169.61,7.43,35.52,0.96,0.67,26.15,59.56,75.28,Good,Phosphorus,Moderately Fertile
Silty,Jute,138.79,71.69,185.79,7.38,29.86,1.11,0.62,21.0,91.32,89.6,Excellent,None,Fertile
Alluvial,Jute,120.54,44.03,213.91,6.98,25.62,0.59,1.19,29.99,58.06,82.93,Excellent,None,Fertile
Alluvial,Rice,87.48,67.98,141.03,7.11,25.41,0.97,1.35,32.28,82.92,87.82,Excellent,None,Fertile
Black,Wheat,136.56,25.08,142.68,8.11,45.73,1.31,1.4,22.07,76.99,83.66,Excellent,None,Fertile
Alluvial,Maize,114.73,22.7,100.16,6.29,43.48,0.83,0.6,36.39,67.96,77.09,Good,Phosphorus,Moderately Fertile
Loamy,Soybean,115.73,25.81,203.45,7.01,27.5,1.17,0.55,18.19,63.0,87.72,Excellent,None,Fertile
Alluvial,Cotton,83.22,76.22,52.7,6.62,28.35,1.07,1.08,20.94,89.86,84.08,Excellent,Potassium,Moderately Fertile
Loamy,Potato,2.59,3.62,63.89,6.03,37.3,0.62,0.61,18.64,52.48,49.8,Moderate,"Nitrogen, Phosphorus, Potassium",Infertile
Loamy,Groundnut,112.5,32.79,169.97,7.11,28.53,1.15,0.82,30.04,59.35,89.21,Excellent,None,Fertile
Alluvial,Sugarcane,4.14,30.47,46.97,6.54,46.44,1.11,0.58,33.14,49.92,68.22,Good,"Nitrogen, Potassium",Infertile
Sandy,Groundnut,135.4,15.11,246.52,6.73,12.73,0.49,0.06,26.32,88.29,74.22,Good,Phosphorus,Moderately Fertile
Clayey,Wheat,77.38,88.99,235.31,6.2,41.32,0.91,1.15,34.03,86.38,87.73,Excellent,None,Fertile
Silty,Rice,75.7,60.09,189.98,7.42,45.46,1.04,0.12,20.27,78.27,87.52,Excellent,None,Fertile
Alluvial,Sugarcane,53.35,9.05,130.43,6.75,40.88,0.55,1.15,34.03,52.87,66.92,Good,Phosphorus,Moderately Fertile
Black,Sugarcane,102.24,81.71,39.23,8.22,49.56,1.91,1.36,27.0,72.84,82.05,Excellent,Potassium,Moderately Fertile
Clayey,Wheat,14.3,7.42,80.0,7.84,45.33,0.98,1.49,29.38,59.16,57.1,Moderate,"Nitrogen, Phosphorus, Potassium",Infertile
Loamy,Potato,138.73,78.7,34.19,6.51,35.67,0.64,1.16,19.27,49.7,74.92,Good,Potassium,Moderately Fertile
Clayey,Sugarcane,75.49,49.01,199.46,6.44,59.82,1.08,1.57,23.44,84.34,91.03,Excellent,None,Fertile
Loamy,Groundnut,7.75,61.37,171.43,6.85,29.77,1.04,1.49,27.6,52.96,79.04,Good,Nitrogen,Moderately Fertile
Alluvial,Cotton,131.58,64.52,52.97,6.28,29.8,0.68,0.68,32.26,70.13,76.11,Good,Potassium,Moderately Fertile
Alluvial,Maize,13.27,54.1,218.18,6.98,28.95,0.66,0.17,29.07,43.93,72.98,Good,Nitrogen,Moderately Fertile
Alluvial,Cotton,106.08,71.95,217.21,7.01,42.47,0.71,0.74,26.8,50.55,84.78,Excellent,None,Fertile
Clayey,Wheat,74.71,55.46,19.78,6.19,43.78,0.71,1.0,18.65,73.03,72.33,Good,Potassium,Moderately Fertile
Loamy,Groundnut,63.53,75.6,149.0,7.26,38.25,1.02,0.68,32.92,53.22,85.87,Excellent,None,Fertile
Loamy,Maize,126.07,19.46,31.94,7.23,45.27,0.53,0.77,18.24,87.06,63.34,Good,"Phosphorus, Potassium",Infertile
Loamy,Potato,117.13,69.84,91.66,6.92,46.15,0.84,1.27,29.55,88.06,82.21,Excellent,Potassium,Moderately Fertile
Loamy,Potato,89.31,63.41,235.09,7.17,44.46,0.43,0.23,33.14,84.53,79.32,Good,None,Fertile
Loamy,Groundnut,118.13,31.94,96.83,6.11,32.64,0.74,1.17,29.65,54.04,77.47,Good,Potassium,Moderately Fertile
Alluvial,Maize,110.43,4.55,102.18,6.59,28.52,1.14,0.86,22.53,72.46,77.88,Good,Phosphorus,Moderately Fertile
Loamy,Groundnut,88.34,77.29,256.8,6.9,45.83,0.9,0.16,23.73,83.13,88.5,Excellent,None,Fertile
Silty,Tomato,102.82,83.19,40.51,6.24,45.3,1.03,1.3,33.89,53.54,80.63,Excellent,Potassium,Moderately Fertile
Black,Soybean,93.32,87.44,18.52,7.9,36.36,1.3,1.02,23.3,93.27,78.48,Good,Potassium,Moderately Fertile
Alluvial,Sugarcane,3.73,16.69,231.68,6.5,44.09,1.1,0.45,27.67,93.1,72.35,Good,"Nitrogen, Phosphorus",Infertile
Loamy,Groundnut,95.82,46.16,211.72,6.36,48.67,0.47,0.44,32.65,71.5,81.63,Excellent,None,Fertile
Clayey,Sugarcane,64.78,21.57,34.48,6.85,40.02,1.18,1.95,19.12,59.78,71.77,Good,"Phosphorus, Potassium",Infertile
Sandy,Tomato,42.77,7.63,20.14,5.72,17.05,0.2,0.26,22.34,69.1,45.4,Moderate,"Nitrogen, Phosphorus, Potassium",Infertile
Loamy,Wheat,94.53,37.28,99.9,7.37,41.96,1.17,1.46,29.51,64.95,85.29,Excellent,Potassium,Moderately Fertile
Loamy,Tomato,117.99,14.95,178.47,6.19,26.09,0.49,1.03,31.57,82.88,72.77,Good,Phosphorus,Moderately Fertile
Silty,Tomato,79.21,66.08,170.0,7.45,47.76,0.49,1.37,24.74,48.43,78.78,Good,None,Fertile
Loamy,Groundnut,66.29,31.52,171.95,6.81,35.15,0.77,1.17,31.86,67.95,81.67,Excellent,None,Fertile
Black,Wheat,136.12,25.23,251.61,7.4,41.99,1.32,1.76,34.61,88.53,86.52,Excellent,None,Fertile
Loamy,Groundnut,74.29,75.6,101.49,7.09,46.97,0.79,0.68,18.86,70.33,80.45,Excellent,None,Fertile
Alluvial,Sugarcane,126.03,66.77,141.69,6.61,26.45,0.43,0.14,23.28,40.86,81.38,Excellent,None,Fertile
Silty,Rice,75.15,38.17,61.47,6.61,49.93,0.76,0.47,18.02,67.04,78.33,Good,Potassium,Moderately Fertile
Alluvial,Maize,70.66,8.09,95.87,6.4,44.25,0.55,0.49,27.7,80.43,66.16,Good,"Phosphorus, Potassium",Infertile
Loamy,Wheat,78.31,77.65,139.32,7.12,43.65,1.17,0.55,26.99,82.45,90.67,Excellent,None,Fertile
Loamy,Wheat,12.28,40.94,171.23,6.28,41.13,0.92,1.34,23.71,77.91,77.45,Good,Nitrogen,Moderately Fertile
Silty,Tomato,114.38,15.22,37.4,7.45,44.33,1.05,0.55,31.29,49.28,69.98,Good,"Phosphorus, Potassium",Infertile
Sandy,Groundnut,73.37,51.35,174.79,6.24,14.05,0.41,0.28,30.62,73.28,78.93,Good,None,Fertile
Alluvial,Cotton,59.58,19.01,159.25,6.75,32.54,1.04,1.0,35.66,82.63,81.18,Excellent,Phosphorus,Moderately Fertile
Loamy,Maize,68.96,5.64,210.67,7.25,36.88,1.09,1.13,29.05,85.94,76.62,Good,Phosphorus,Moderately Fertile
Silty,Tomato,74.56,4.14,277.26,6.82,36.7,1.07,1.05,36.12,78.26,78.87,Good,Phosphorus,Moderately Fertile
Alluvial,Maize,77.94,52.39,194.21,6.28,47.44,0.95,0.67,31.83,64.6,88.89,Excellent,None,Fertile
Silty,Jute,115.96,49.79,35.06,6.6,38.79,0.46,0.2,34.87,42.22,72.45,Good,Potassium,Moderately Fertile
Alluvial,Cotton,111.24,32.92,92.43,6.78,44.22,1.04,1.32,30.18,80.4,83.96,Excellent,Potassium,Moderately Fertile
Sandy,Potato,76.63,43.41,193.2,5.52,24.73,0.45,0.27,25.91,85.53,76.54,Good,None,Fertile
Loamy,Groundnut,106.44,55.65,195.51,7.25,26.57,0.54,0.1,31.07,71.1,80.75,Excellent,None,Fertile
Sandy,Tomato,11.2,27.84,135.97,6.91,8.99,0.28,0.34,18.94,54.33,61.35,Good,Nitrogen,Moderately Fertile
Loamy,Groundnut,53.96,88.25,272.96,6.13,32.53,0.53,0.71,25.04,85.13,77.14,Good,None,Fertile
Silty,Jute,87.21,42.64,30.16,7.39,45.53,1.18,0.11,34.69,81.74,80.06,Excellent,Potassium,Moderately Fertile
Loamy,Potato,64.33,47.84,23.73,6.27,38.26,0.68,0.52,33.7,85.31,70.85,Good,Potassium,Moderately Fertile
Alluvial,Maize,127.23,34.03,148.87,7.34,25.61,0.68,0.4,37.12,68.83,80.54,Excellent,None,Fertile
Alluvial,Sugarcane,76.86,29.9,207.35,6.8,26.09,0.48,0.9,24.81,73.22,78.11,Good,None,Fertile
Clayey,Sugarcane,14.22,38.64,240.4,7.26,43.27,1.35,2.17,23.27,70.79,78.76,Good,Nitrogen,Moderately Fertile
Loamy,Potato,11.52,77.96,108.28,6.91,29.47,0.79,1.21,35.2,64.17,71.49,Good,Nitrogen,Moderately Fertile
Clayey,Sugarcane,124.06,6.88,145.46,7.31,70.97,1.48,1.19,29.44,59.63,84.67,Excellent,Phosphorus,Moderately Fertile
Alluvial,Cotton,7.13,78.87,215.84,6.83,30.57,0.65,1.46,29.46,88.9,72.54,Good,Nitrogen,Moderately Fertile
Clayey,Rice,108.72,55.92,160.26,6.97,49.75,0.96,1.31,34.75,50.79,89.15,Excellent,None,Fertile
Clayey,Wheat,107.25,66.58,181.24,6.45,47.81,1.45,1.49,22.83,80.44,98.42,Excellent,None,Fertile
Alluvial,Cotton,92.73,83.35,275.85,6.44,49.47,0.43,0.77,36.1,50.84,81.37,Excellent,None,Fertile
Silty,Tomato,121.75,4.06,102.07,7.18,49.4,0.76,0.87,19.96,84.3,68.53,Good,Phosphorus,Moderately Fertile
Clayey,Rice,79.69,81.36,30.37,6.74,70.18,1.11,2.06,24.87,86.49,78.75,Good,Potassium,Moderately Fertile
Silty,Tomato,112.45,80.19,49.62,7.11,25.93,0.88,0.99,25.77,83.01,78.19,Good,Potassium,Moderately Fertile
Sandy,Potato,44.53,74.76,129.0,6.11,13.1,0.13,0.18,30.91,75.36,66.94,Good,Nitrogen,Moderately Fertile
Loamy,Tomato,87.15,46.09,144.63,6.78,48.05,0.47,0.12,35.9,75.01,81.46,Excellent,None,Fertile
Black,Cotton,86.76,24.01,172.53,8.26,35.44,1.37,1.74,35.59,79.45,82.76,Excellent,Phosphorus,Moderately Fertile
Clayey,Rice,68.39,55.44,33.36,7.4,59.44,1.03,1.63,36.76,42.08,75.08,Good,Potassium,Moderately Fertile
Sandy,Potato,85.33,24.14,258.32,5.99,8.03,0.41,0.31,35.59,73.77,73.5,Good,Phosphorus,Moderately Fertile
Loamy,Wheat,56.36,32.94,198.47,6.95,36.57,1.09,0.97,18.99,58.2,85.12,Excellent,None,Fertile
Alluvial,Sugarcane,91.38,38.41,138.47,7.25,38.67,0.5,0.35,21.5,53.19,78.53,Good,None,Fertile
Alluvial,Rice,78.91,58.88,39.54,6.33,26.71,1.02,1.07,30.06,83.56,80.65,Excellent,Potassium,Moderately Fertile
Loamy,Wheat,112.46,61.81,129.92,6.31,48.27,0.75,1.39,35.97,63.91,84.27,Excellent,None,Fertile
Clayey,Rice,13.83,70.38,141.47,7.8,58.07,0.93,1.51,36.7,70.08,72.65,Good,Nitrogen,Moderately Fertile
Clayey,Rice,129.72,23.02,168.5,7.75,72.0,0.93,0.55,34.63,65.39,79.09,Good,Phosphorus,Moderately Fertile
Clayey,Sugarcane,76.66,89.31,138.28,6.4,63.99,1.18,1.7,19.19,89.45,90.87,Excellent,None,Fertile
Loamy,Tomato,12.77,65.29,38.62,7.34,30.53,0.95,1.45,29.08,74.24,66.03,Good,"Nitrogen, Potassium",Infertile
Alluvial,Cotton,97.89,60.28,250.48,6.92,46.83,0.42,1.21,28.91,48.92,80.4,Excellent,None,Fertile
Alluvial,Jute,89.68,12.34,15.09,6.7,42.85,0.6,0.59,34.93,69.2,63.29,Good,"Phosphorus, Potassium",Infertile
Sandy,Groundnut,11.1,5.55,161.41,7.11,14.6,0.14,0.14,20.23,93.37,51.82,Moderate,"Nitrogen, Phosphorus",Infertile
Silty,Rice,68.26,11.14,224.52,7.44,37.08,1.02,0.42,36.57,53.57,76.22,Good,Phosphorus,Moderately Fertile
Sandy,Potato,44.85,58.7,185.98,5.91,17.43,0.1,0.1,29.41,80.95,67.36,Good,Nitrogen,Moderately Fertile
Black,Cotton,119.32,62.07,263.4,7.44,58.93,1.93,1.25,23.44,93.35,95.8,Excellent,None,Fertile
Black,Soybean,5.19,6.49,57.62,7.69,44.72,1.06,1.27,27.98,69.43,55.37,Moderate,"Nitrogen, Phosphorus, Potassium",Infertile
Loamy,Soybean,84.4,7.11,228.18,6.8,39.01,1.13,0.33,33.15,51.23,81.87,Excellent,Phosphorus,Moderately Fertile
Loamy,Soybean,13.88,58.47,83.09,6.76,48.54,0.74,0.3,29.06,57.98,69.57,Good,"Nitrogen, Potassium",Infertile
Loamy,Wheat,64.75,47.88,191.48,6.58,36.24,0.79,0.39,23.13,91.91,85.52,Excellent,None,Fertile
Loamy,Groundnut,80.99,6.4,49.77,6.25,49.35,0.59,0.34,21.19,93.7,62.97,Good,"Phosphorus, Potassium",Infertile
Loamy,Maize,63.15,30.49,257.18,6.27,48.24,1.1,0.8,28.43,84.22,85.71,Excellent,None,Fertile
Black,Wheat,8.28,40.46,29.55,7.77,48.36,1.84,1.08,20.71,93.24,71.49,Good,"Nitrogen, Potassium",Infertile
Loamy,Wheat,55.31,6.84,149.94,6.51,45.76,1.07,1.48,18.73,71.63,77.21,Good,Phosphorus,Moderately Fertile
Silty,Jute,128.08,69.24,209.93,6.98,25.38,0.69,1.31,35.4,41.07,84.6,Excellent,None,Fertile
Clayey,Sugarcane,114.0,37.44,85.98,7.49,67.66,1.44,2.24,37.17,93.66,83.57,Excellent,Potassium,Moderately Fertile
Black,Cotton,136.89,7.13,16.12,8.1,60.26,1.32,1.64,36.36,52.64,65.8,Good,"Phosphorus, Potassium",Infertile
Loamy,Soybean,138.12,63.98,96.65,7.28,28.96,1.19,1.18,33.14,72.14,86.69,Excellent,Potassium,Moderately Fertile
Alluvial,Cotton,75.38,41.32,101.28,6.9,45.93,0.53,1.02,28.74,84.2,77.23,Good,None,Fertile
Black,Cotton,64.21,72.6,39.19,7.44,51.92,1.37,1.6,19.46,82.02,80.55,Excellent,Potassium,Moderately Fertile
Black,Cotton,10.77,88.11,109.43,7.25,46.24,1.92,1.56,23.51,75.2,81.25,Excellent,Nitrogen,Moderately Fertile
Loamy,Potato,139.5,33.98,147.65,6.62,44.92,0.49,1.17,24.82,72.24,80.85,Excellent,None,Fertile
Alluvial,Sugarcane,12.9,80.15,31.29,6.61,42.01,0.55,0.12,29.37,45.22,62.38,Good,"Nitrogen, Potassium",Infertile
Silty,Tomato,93.63,23.27,39.63,7.17,29.81,0.66,0.34,37.73,79.29,67.76,Good,"Phosphorus, Potassium",Infertile
Black,Sugarcane,93.76,48.11,238.7,8.19,59.8,0.87,1.6,33.87,47.63,80.95,Excellent,None,Fertile
Clayey,Sugarcane,117.28,84.42,107.29,7.6,58.36,1.14,1.92,34.59,71.33,82.68,Excellent,None,Fertile
Clayey,Wheat,115.25,12.31,271.23,7.52,43.48,1.18,2.05,23.28,62.76,77.54,Good,Phosphorus,Moderately Fertile
Loamy,Maize,10.18,75.96,237.23,6.86,33.09,0.79,0.26,29.98,59.77,75.23,Good,Nitrogen,Moderately Fertile
Loamy,Soybean,62.73,23.51,204.75,6.37,28.51,0.45,0.18,21.59,78.08,72.98,Good,Phosphorus,Moderately Fertile
Loamy,Potato,116.26,39.41,163.91,7.16,48.63,0.41,0.83,18.11,69.42,78.84,Good,None,Fertile
Black,Sugarcane,91.9,12.38,178.31,8.33,53.79,1.36,1.42,19.81,57.85,79.81,Good,Phosphorus,Moderately Fertile
Black,Soybean,109.92,72.39,76.48,8.02,43.08,1.26,0.81,30.38,63.65,82.36,Excellent,Potassium,Moderately Fertile
Sandy,Groundnut,40.68,2.25,71.72,5.84,19.95,0.25,0.25,25.73,83.45,49.27,Moderate,"Nitrogen, Phosphorus, Potassium",Infertile
Black,Wheat,132.37,46.7,11.95,7.43,52.12,1.51,0.53,33.02,42.49,83.58,Excellent,Potassium,Moderately Fertile
Loamy,Maize,54.48,53.85,119.34,7.19,49.53,1.06,0.47,26.54,66.01,82.74,Excellent,None,Fertile
Loamy,Groundnut,3.6,65.17,48.18,6.14,44.5,0.99,1.16,36.3,47.02,67.42,Good,"Nitrogen, Potassium",Infertile
